iter	RMSE
213	569.777378
214	569.6102269
215	569.4586925
216	569.2867966
217	569.1341848
218	568.9569977
219	568.8060244
220	568.6631258
221	568.5010301
222	568.3509319
223	568.1769353
224	568.0205845
225	567.8688622
226	567.720354
227	567.5515284
228	567.4200323
229	567.2855482
230	567.1341054
231	566.9994333
232	566.8847371
233	566.718509
234	566.5723246
235	566.457782
236	566.3464813
237	566.2292446
238	566.1286812
239	565.9569654
240	565.7810674
241	565.6009618
242	565.4590877
243	565.3362522
244	565.203391
245	565.0542558
246	564.914821
247	564.774876
248	564.638692
249	564.5150191
250	564.410734
251	564.290872
252	564.1607575
253	564.0245296
254	563.8947903
255	563.7742952
256	563.5963845
257	563.4745977
258	563.3544092
259	563.2122334
260	563.1077038
261	562.9881478
262	562.8754621
263	562.7591378
264	562.5901566
265	562.4698486
266	562.3541543
267	562.2446897
268	562.1022806
269	562.0078175
270	561.8866337
271	561.7748399
272	561.6459787
273	561.5548106
274	561.393774
275	561.2673426
276	561.1438168
277	561.0330551
278	560.9045716
279	560.7972077
280	560.6565389
281	560.5259708
282	560.3743403
283	560.2506577
284	560.0619966
285	559.9314837
286	559.8386974
287	559.7342437
288	559.640059
289	559.5639262
290	559.4255958
291	559.3184585
292	559.2161704
293	559.1015971
294	559.0121144
295	558.9131918
296	558.850093
297	558.7255842
298	558.5788492
299	558.4859024
300	558.3447691
301	558.228202
302	558.0801724
303	557.9364947
304	557.7965543
305	557.6526947
306	557.5580533
307	557.4393072
308	557.2973602
309	557.1960742
310	557.0913459
311	556.9481589
312	556.8707945
313	556.7744942
314	556.6618833
315	556.5476787
316	556.4557809
317	556.341038
318	556.1795887
319	556.0831309
320	556.0174417
321	555.919251
322	555.7980549
323	555.6676558
324	555.5619448
325	555.4209031
326	555.3317242
327	555.1989873
328	555.0694371
329	554.9660429
330	554.8877773
331	554.8140163
332	554.730437
333	554.6595071
334	554.5550795
335	554.4301749
336	554.3090516
337	554.2236754
338	554.1351301
339	554.0204308
340	553.9273991
341	553.8163867
342	553.7323403
343	553.5862219
344	553.5085705
345	553.3898108
346	553.2541761
347	553.1539388
348	553.0377851
349	552.9438714
350	552.8305942
351	552.7410558
352	552.6536674
353	552.5531123
354	552.4954788
355	552.4130866
356	552.3000999
357	552.2041241
358	552.0628111
359	551.9871028
360	551.8730695
361	551.7568481
362	551.6326648
363	551.5653386
364	551.499732
365	551.365947
366	551.279172
367	551.1845033
368	551.0503854
369	550.9657956
370	550.8477209
371	550.7615259
372	550.6431919
373	550.5468317
374	550.474519
375	550.3334856
376	550.2560426
377	550.16651
378	550.0705734
379	549.9975259
380	549.9106562
381	549.8213218
382	549.7252392
383	549.6636952
384	549.5904577
385	549.4815726
386	549.3741658
387	549.3169024
388	549.2341736
389	549.1435728
390	549.0382495
391	548.9655242
392	548.8212686
393	548.7413691
394	548.668671
395	548.6089613
396	548.5009628
397	548.3649698
398	548.2785917
399	548.1716934
400	548.0415508
401	547.9493528
402	547.863531
403	547.7750592
404	547.6741083
405	547.5783934
406	547.4953904
407	547.406726
408	547.3140417
409	547.2288489
410	547.149529
411	547.0646299
412	546.9679377
413	546.9059831
414	546.8448504
415	546.7628021
416	546.6602296
417	546.5704367
418	546.4436881
419	546.3608553
420	546.2526186
421	546.1720745
422	546.0983218
423	545.9792761
424	545.852824
425	545.7393653
426	545.6542735
427	545.5745794
428	545.5112671
429	545.44283
430	545.3181263
431	545.2452256
432	545.1679394
433	545.1133511
434	545.0546417
435	544.973617
436	544.9171079
437	544.847197
438	544.759597
439	544.6698421
440	544.5912062
441	544.5358301
442	544.4501001
443	544.3659343
444	544.290373
445	544.2318533
446	544.1709224
447	544.1215319
448	544.0593548
449	543.9886724
450	543.9163394
451	543.8469709
452	543.7401986
453	543.6575677
454	543.609919
455	543.5422571
456	543.5051509
457	543.4254756
458	543.3387072
459	543.2272063
460	543.1541935
461	543.0359133
462	542.961341
463	542.8917464
464	542.8265288
465	542.7135944
466	542.6197263
467	542.5225615
468	542.4449005
469	542.3307474
470	542.2622119
471	542.2009505
472	542.1451412
473	542.0367949
474	541.9230655
475	541.8530091
476	541.7829409
477	541.6817993
478	541.5795298
479	541.5357439
480	541.4588618
481	541.3903091
482	541.3004486
483	541.2467521
484	541.1484415
485	541.0748744
486	541.0015749
487	540.9253545
488	540.8357692
489	540.756533
490	540.664636
491	540.5494343
492	540.4852825
493	540.4079391
494	540.3321588
495	540.2521942
496	540.1794069
497	540.0825928
498	539.9763672
499	539.9183892
500	539.8710136
501	539.793437
502	539.7157172
503	539.6593925
504	539.5829265
505	539.5125931
506	539.4449645
507	539.33965
508	539.2426098
509	539.1700709
510	539.0721911
511	539.0271305
512	538.9495788
513	538.86697
514	538.7948345
515	538.6975203
516	538.6212978
517	538.5662617
518	538.4829888
519	538.3837402
520	538.3033794
521	538.2484358
522	538.1980089
523	538.1262681
524	538.0352066
525	537.9693288
526	537.9064833
527	537.8143551
528	537.7490043
529	537.6885729
530	537.6064985
531	537.4948606
532	537.4529682
533	537.4019176
534	537.2903092
535	537.2236319
536	537.1568786
537	537.0864222
538	536.9949291
539	536.8829458
540	536.8127475
541	536.7561197
542	536.6932288
543	536.6008529
544	536.5326004
545	536.449941
546	536.3975823
547	536.3230373
548	536.2750128
549	536.1961823
550	536.1438817
551	536.0934886
552	536.0207394
553	535.9416115
554	535.8731618
555	535.7958105
556	535.741511
557	535.6524756
558	535.5899596
559	535.4914666
560	535.433599
561	535.3597883
562	535.3150772
563	535.2171874
564	535.1565989
565	535.0630875
566	535.0171829
567	534.8886322
568	534.7990104
569	534.7270073
570	534.6546961
571	534.5764606
572	534.4890447
573	534.4309609
574	534.3774891
575	534.2772542
576	534.2318893
577	534.1542498
578	534.0700136
579	534.0007859
580	533.9241022
581	533.8440354
582	533.7469274
583	533.6743563
584	533.5782795
585	533.508631
586	533.4397029
587	533.3565708
588	533.2957432
589	533.2027136
590	533.1384314
591	533.0621922
592	532.9941855
593	532.9217964
594	532.8827092
595	532.8538981
596	532.7535585
597	532.6882893
598	532.6050517
599	532.5386574
600	532.4625708
601	532.3823272
602	532.3299582
603	532.2783085
604	532.1933352
605	532.076515
606	532.039254
607	531.980426
608	531.9127235
609	531.8419803
610	531.7819285
611	531.7290607
612	531.6710028
613	531.6260153
614	531.5205241
615	531.4665507
616	531.4252261
617	531.3453792
618	531.2903886
619	531.2252829
620	531.1816334
621	531.1164789
622	531.0473791
623	530.9897302
624	530.939296
625	530.8533211
626	530.7751137
627	530.7007138
628	530.6388955
629	530.579451
630	530.5338631
631	530.465971
632	530.3937763
633	530.3082394
634	530.2069369
635	530.1580779
636	530.0920377
637	529.9930477
638	529.9189409
639	529.854186
640	529.7603088
641	529.6802016
642	529.6241717
643	529.5253064
644	529.4398573
645	529.3682564
646	529.2477831
647	529.1940888
648	529.1513766
649	529.0466261
650	529.0055874
651	528.9355278
652	528.8627655
653	528.788499
654	528.6736999
655	528.6022128
656	528.5395359
657	528.4900924
658	528.3918285
659	528.3491277
660	528.2942279
661	528.236284
662	528.1811839
663	528.1405705
664	528.0891098
665	528.0389864
666	528.011382
667	527.94643
668	527.8443128
669	527.7734212
670	527.7116687
671	527.6541835
672	527.5649025
673	527.5151748
674	527.4436232
675	527.3992629
676	527.3034085
677	527.2346743
678	527.1567712
679	527.1132819
680	526.9939749
681	526.9409825
682	526.8910854
683	526.8139285
684	526.7549201
685	526.6928926
686	526.661836
687	526.6007133
688	526.5481512
689	526.5031164
690	526.4512931
691	526.401196
692	526.3549935
693	526.2985768
694	526.2467479
695	526.1957377
696	526.1100343
697	526.032094
698	525.9825642
699	525.9273853
700	525.8895255
701	525.8279813
702	525.7676096
703	525.721211
704	525.6561303
705	525.6030058
706	525.5370731
707	525.4626072
708	525.4027645
709	525.3453045
710	525.3051122
711	525.2443404
712	525.1936384
713	525.151565
714	525.0887716
715	525.0212913
716	524.953623
717	524.91905
718	524.8651207
719	524.8183405
720	524.7738924
721	524.719641
722	524.649061
723	524.5638419
724	524.5083995
725	524.4752062
726	524.4181343
727	524.3802131
728	524.3197676
729	524.2508255
730	524.226357
731	524.1441474
732	524.0820613
733	524.0041605
734	523.9421543
735	523.8744731
736	523.813852
737	523.7329104
738	523.6481587
739	523.58217
740	523.5417831
741	523.4708892
742	523.419988
743	523.3468587
744	523.287206
745	523.2592926
746	523.1518699
747	523.1169721
748	523.0515093
749	522.9793293
750	522.9333608
751	522.8938077
752	522.836227
753	522.7964516
754	522.7042825
755	522.6460582
756	522.5611321
757	522.4821046
758	522.4079504
759	522.3277417
760	522.2641953
761	522.1844551
762	522.1365568
763	522.0360345
764	521.9963318
765	521.9395533
766	521.8793336
767	521.8197852
768	521.7514457
769	521.6837303
770	521.625107
771	521.5843013
772	521.5422878
773	521.4725359
774	521.4269391
775	521.3922878
776	521.3461898
777	521.2700224
778	521.2412362
779	521.1978112
780	521.1495725
781	521.1066931
782	521.0183015
783	520.966289
784	520.8554565
785	520.7740266
786	520.7301146
787	520.6847469
788	520.6416649
789	520.588959
790	520.5352662
791	520.4464748
792	520.3758607
793	520.3313519
794	520.2567486
795	520.2098073
796	520.156135
797	520.1212749
798	520.0097215
799	519.9801273
800	519.9126177
801	519.8587548
802	519.8300093
803	519.759444
804	519.7176334
805	519.6450445
806	519.5947106
807	519.5240813
808	519.4853185
809	519.4593784
810	519.40287
811	519.3518394
812	519.2961951
813	519.2356734
814	519.184243
815	519.1159053
816	519.0669937
817	519.0364951
818	518.9941985
819	518.954625
820	518.913223
821	518.864042
822	518.8216487
823	518.7941533
824	518.7253496
825	518.6684379
826	518.6407388
827	518.5985982
828	518.5596264
829	518.5109155
830	518.4334748
831	518.3803271
832	518.3114091
833	518.2515122
834	518.2016251
835	518.1474767
836	518.1054186
837	518.0545092
838	517.9767181
839	517.9097112
840	517.8644382
841	517.766524
842	517.7262029
843	517.6943352
844	517.6251798
845	517.5756287
846	517.5414132
847	517.5134507
848	517.4600078
849	517.3992762
850	517.3325855
851	517.2442989
852	517.1822453
853	517.1160359
854	517.0542659
855	517.0002431
856	516.9279928
857	516.8346735
858	516.7920605
859	516.7084474
860	516.6410251
861	516.5841744
862	516.5294206
863	516.4661893
864	516.4231493
865	516.3656226
866	516.3190269
867	516.2705642
868	516.1857662
869	516.1203316
870	516.0934308
871	516.0206693
872	515.9704594
873	515.9185162
874	515.8692679
875	515.8060799
876	515.7206611
877	515.6459551
878	515.5820389
879	515.5169198
880	515.4290758
881	515.3705222
882	515.3260028
883	515.2766928
884	515.2088859
885	515.1667889
886	515.0992977
887	515.0371734
888	514.9456572
889	514.8958041
890	514.863276
891	514.7925099
892	514.7471952
893	514.6826064
894	514.6305472
895	514.5643774
896	514.5130278
897	514.471576
898	514.4243746
899	514.3355566
900	514.2810473
901	514.2296144
902	514.1520555
903	514.1008219
904	514.015356
905	513.958573
906	513.8928188
907	513.8252209
908	513.746502
909	513.6807166
910	513.6065778
911	513.5654921
912	513.5267177
913	513.4821756
914	513.4266998
915	513.3740204
916	513.3202907
917	513.2837319
918	513.2342971
919	513.194213
920	513.1566779
921	513.060569
922	513.0258016
923	512.9686266
924	512.9422504
925	512.9002272
926	512.8268161
927	512.7494742
928	512.7093355
929	512.618236
930	512.5357107
931	512.4447899
932	512.4118927
933	512.3764084
934	512.3304776
935	512.267133
936	512.1940811
937	512.1080986
938	512.0466149
939	511.9709614
940	511.9239225
941	511.8616722
942	511.7650268
943	511.7027178
944	511.6330106
945	511.5675502
946	511.4957945
947	511.406067
948	511.3620778
949	511.3150424
950	511.2417889
951	511.1848619
952	511.1228548
953	511.0788906
954	511.0129698
955	510.9570706
956	510.9294257
957	510.8524896
958	510.8178823
959	510.7694822
960	510.7048442
961	510.6531728
962	510.5891028
963	510.5175848
964	510.4525398
965	510.3988104
966	510.33208
967	510.2804079
968	510.2086316
969	510.1177898
970	510.047966
971	510.0028887
972	509.9290367
973	509.8819025
974	509.8281153
975	509.7661726
976	509.70764
977	509.6668857
978	509.6221802
979	509.5870745
980	509.5491069
981	509.5031844
982	509.4652889
983	509.4086486
984	509.3507258
985	509.2782614
986	509.2000681
987	509.1566998
988	509.1054929
989	509.0372617
990	508.9643806
991	508.8739081
992	508.7982059
993	508.7417038
994	508.69678
995	508.637513
996	508.5817922
997	508.5133439
998	508.4686304
999	508.4093246
1000	508.3455477
1001	508.3011635
1002	508.2304552
1003	508.1799587
1004	508.0938187
1005	508.0574813
1006	508.0043308
1007	507.9707831
1008	507.9188835
1009	507.8693424
1010	507.8226938
1011	507.7609885
1012	507.7159853
1013	507.6626006
1014	507.604945
1015	507.5742341
1016	507.475815
1017	507.4302212
1018	507.3667928
1019	507.3053532
1020	507.2712884
1021	507.2302162
1022	507.1820795
1023	507.1406751
1024	507.0956018
1025	507.0337999
1026	506.9509753
1027	506.8943237
1028	506.8337115
1029	506.7796903
1030	506.7271627
1031	506.6834323
1032	506.6328749
1033	506.581389
1034	506.5308468
1035	506.4920968
1036	506.4508277
1037	506.3902542
1038	506.3341318
1039	506.2752617
1040	506.2028974
1041	506.1397191
1042	506.1021906
1043	506.0568694
1044	506.0017562
1045	505.9545951
1046	505.8954542
1047	505.8242589
1048	505.76577
1049	505.7268156
1050	505.6694132
1051	505.5993379
1052	505.5044387
1053	505.4451055
1054	505.3546416
1055	505.2908568
1056	505.2388005
1057	505.1753092
1058	505.1173607
1059	505.0714516
1060	505.0188935
1061	504.9551438
1062	504.8879261
1063	504.8275486
1064	504.7610537
1065	504.7148677
1066	504.6517924
1067	504.5963773
1068	504.5250252
1069	504.4762472
1070	504.4180552
1071	504.3730047
1072	504.2962104
1073	504.2383602
1074	504.182579
1075	504.1134912
1076	504.054788
1077	503.9867813
1078	503.9183871
1079	503.8497738
1080	503.8196214
1081	503.7651885
1082	503.7233461
1083	503.673868
1084	503.6175404
1085	503.5575016
1086	503.5176037
1087	503.4318702
1088	503.366209
1089	503.3066925
1090	503.260358
1091	503.2132465
1092	503.1613044
1093	503.1037086
1094	503.048559
1095	502.9825862
1096	502.9431193
1097	502.9036397
1098	502.8388626
1099	502.7827018
