Model,CV_R2_Mean,CV_R2_Std,CV_RMSE_Mean,CV_RMSE_Std,Valid_R2,Valid_RMSE,Valid_MAE,Valid_MAPE,Overfitting_Score
LightGBM_Log,0.4412170571402595,0.019925353398366128,825.9780239100828,22.511520100856497,0.3434732441706482,891.4758637859055,517.1964314200641,11191.708662921405,0.33841970958176815
XGBoost_Log,0.47230345010757446,0.026178670957493187,802.5284156612398,25.13174399559892,0.30579203367233276,916.7019690171937,533.5750122070312,12298.51953125,0.6719903945922852
RandomForest_Log,0.3402768498901958,0.019570801776752605,897.5219544906016,22.42014726172682,0.2506669869391638,952.4031162510586,557.6988541078972,12836.524964774873,0.3137067089840132
