ingresos_reportados
1148.3
2459.12
800.0
800.0
1700.0
96073.33
2174.5
500.0
1571.62
1937.5
572.0
1500.0
782.1
2331.24
500.1
1003.36
1815.98
700.0
1018.0
818.18
697.7
699.38
10000.0
5000.0
945.0
948.9
1300.0
1307.5
707.46
3796.8
844.74
1009.3
1259.64
829.42
2000.0
800.0
822.24
571.08
2082.34
1113.62
1927.64
1130.0
2791.31
1756.46
509.3
1133.74
720.36
1207.72
600.0
1973.56
1000.0
1200.0
1026.24
971.08
4000.0
5697.47
1228.52
907.6
1264.09
1000.0
780.0
2467.72
3000.0
1786.0
758.26
510.34
527.0
1210.92
683.62
651.66
1500.0
1020.2
660.68
743.2
529.62
2500.0
687.0
2600.0
1600.0
866.84
573.04
522.66
661.04
573.26
643.16
2467.84
1640.0
2490.0
1120.32
813.76
1500.0
895.93
1385.0
1794.68
1865.0
2202.4
4240.0
986.44
995.0
1520.0
989.76
1430.0
2472.08
2116.36
734.0
2225.0
628.3
1200.0
1850.0
1500.0
645.18
517.94
1171.9
957.38
1500.0
558.38
2351.24
1500.0
764.26
1500.0
1100.0
3387.54
2331.24
710.8
1010.34
601.64
784.84
1500.0
1287.0
1145.0
1398.74
2426.0
2025.0
700.0
1872.74
511.78
2000.0
602.78
2325.0
763.0
1000.0
706.8
621.96
965.34
600.0
840.0
981.6
1266.56
1226.14
1068.99
2000.0
650.0
2317.96
856.0
826.9
1625.0
1738.4
950.0
733.4
809.48
1980.71
2135.0
2145.8
5500.0
630.0
549.32
1300.0
1250.0
1500.0
668.52
1600.0
556.04
4889.46
2000.0
2069.46
620.58
1972.5
1500.0
708.46
542.5
526.0
1400.0
9119.51
1133.16
640.26
1347.72
1814.21
848.0
902.68
691.94
1310.0
900.0
600.0
697.24
556.16
2000.0
1400.0
584.48
1251.3
1062.8
1720.0
1000.0
1055.0
1100.0
1000.0
1232.0
2037.08
2780.0
782.18
2000.0
1350.0
3696.2
3500.0
1200.0
1525.0
1402.0
750.0
1903.46
1579.74
700.56
2006.3
1900.0
650.0
1809.0
3200.0
1500.0
1350.0
1450.72
1503.0
540.0
600.0
765.44
816.0
2500.0
4294.0
876.0
961.88
639.0
4750.0
765.0
6000.0
1500.0
3347.9
1437.6
904.46
1865.43
1610.0
1200.0
532.95
2250.0
1200.0
840.0
919.48
529.4
608.0
500.0
1100.0
1396.0
835.0
1825.0
2300.0
2000.0
1458.0
4137.0
557.74
1133.18
1500.0
1259.66
1200.0
4000.0
1500.0
850.5
2000.0
502.24
807.52
2331.24
2392.81
898.16
1099.94
731.5
3054.0
810.0
1102.0
1433.0
1566.6
8428.71
726.42
1000.0
1819.1
1000.0
590.28
500.0
2381.44
660.0
640.73
1200.0
700.0
3333.33
4227.6
800.0
565.0
3877.13
2036.86
5412.0
800.0
1800.0
553.2
600.0
917.9
1635.0
1460.0
742.56
567.46
1625.62
1188.0
561.36
3000.0
1030.0
745.0
2141.6
1398.74
1182.68
750.0
1460.0
1600.0
2110.8
599.04
1200.0
3510.0
800.0
1995.0
1925.0
1673.26
800.0
848.0
759.5
2034.0
1530.0
1775.0
567.31
1885.0
918.76
1931.66
512.38
2163.09
660.0
1727.4
543.76
1474.48
599.04
7739.66
803.82
2202.34
802.7
599.04
577.46
878.5
1981.22
1197.0
2164.57
1916.68
901.65
674.28
940.0
790.0
1710.74
619.84
2134.38
1025.0
2041.0
554.52
520.0
3112.0
1896.8
2101.2
1400.0
823.38
658.63
1350.0
600.0
938.7
3698.37
1618.26
2125.8
750.0
951.14
1895.94
16366.66
1460.0
1047.44
1170.52
2000.0
1952.84
1873.2
3676.17
785.16
1202.32
2325.0
600.0
2438.2
725.0
1500.0
900.0
674.46
857.46
1823.13
500.0
700.0
1514.12
750.0
800.0
1500.0
1500.0
1283.92
2473.13
967.38
2717.16
500.0
2199.8
855.0
765.4
2042.06
2079.0
1962.45
1959.35
1753.4
1426.77
4294.0
1775.0
870.0
649.66
1840.82
678.72
865.58
2165.65
1827.78
1034.92
2316.0
929.2
600.0
2125.0
726.6
1862.75
700.0
1398.74
1100.0
2140.35
1361.64
600.0
2180.0
5253.17
4832.53
1200.0
2019.17
3000.0
1893.02
1200.0
1500.0
8982.18
23892.92
1500.0
700.0
2052.0
900.0
3000.0
600.0
669.9
2011.01
1273.45
2040.0
900.0
1507.26
500.0
587.44
737.12
1462.82
750.0
800.0
1092.0
975.0
1368.3
4938.1
1520.0
700.0
1403.42
1000.0
569.78
1272.0
624.3
3325.0
4214.0
2075.42
605.24
600.0
2375.0
1291.0
1125.0
2091.86
2016.38
1500.0
600.0
700.0
750.0
1334.2
1166.84
1405.0
1242.14
2000.0
1103.16
1454.0
1725.0
2249.76
1500.0
2000.0
15000.0
1251.3
2131.66
1221.98
1523.0
1061.0
1581.0
800.0
520.0
1050.0
500.0
1300.0
760.0
2049.0
658.84
1251.3
600.0
2271.36
890.0
900.0
741.12
552.28
842.7
1273.74
650.0
765.0
3992.0
967.98
1500.0
1729.44
4901.27
850.0
1066.6
1818.38
1078.0
1319.4
700.0
2031.34
1500.0
1502.04
2650.0
685.18
870.0
1661.6
9910.36
562.72
1500.0
500.0
867.0
726.0
825.38
2039.17
768.0
1500.0
1809.0
503.26
1982.29
2125.74
2575.72
2294.5
1000.0
