edad,letras_mensuales,monto_letra,saldo,missing_fechaingresoempleo,missing_nombreempleadorcliente,missing_cargoempleocliente,is_retired,monto_letra_missing,fechaingresoempleo_days,fechaingresoempleo_missing,fecha_inicio_days,fecha_vencimiento_days,fecha_vencimiento_missing,sexo_consolidated_Masculino,estado_civil_consolidated_Others,estado_civil_consolidated_Soltero,pais_consolidated_PANAMA                                       ,age_group_26-35,age_group_36-45,age_group_46-55,age_group_56-65,age_group_65+,ocupacion_consolidated_freq,ciudad_consolidated_freq,nombreempleadorcliente_consolidated_freq,cargoempleocliente_consolidated_freq
80,0.0,-0.22314630100960575,-0.7673895979104556,0,0,1,1,1,-0.6739422840594543,0,-2.2465761344560717,-0.043613718559900296,1,0,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,1.006663067768016
73,0.0,-0.3155259602559,-0.44548373820648146,0,0,0,1,0,-0.038632598918761585,0,0.27689184186381405,-0.9422632594352172,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,-1.3684554075491289,-0.44591440806875726
64,0.0,-0.22314630100960575,-0.8011312244494048,0,0,0,1,1,0.8490957777154069,0,-1.3472745930838672,-0.043613718559900296,1,0,0,1,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
62,0.0,-0.22314630100960575,-0.677105621768382,0,0,0,1,1,1.0803288676710474,0,0.34761930620156284,-0.043613718559900296,1,0,0,0,1,0,0,0,1,0,1.0617175238626244,-0.8180315943609668,-0.256421003968452,1.006663067768016
78,0.0,-0.22314630100960575,-0.7341128568356073,0,0,1,1,1,-0.4266908124532555,0,-1.6114948095994985,-0.043613718559900296,1,0,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-1.3684554075491289,1.006663067768016
83,0.0,-0.22314630100960575,-0.7429621500258434,0,0,1,1,1,-0.9602062658145937,0,-2.669108602753607,-0.043613718559900296,1,0,0,1,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,1.006663067768016
78,0.0,-1.4309609026166799,-0.61023622711329,0,0,0,1,0,-0.4378003352109008,0,1.3029897700798583,-1.7103495932444115,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,1.006663067768016
66,0.0,0.18870704174869546,0.13080130886927244,0,0,0,1,0,1.1250253196959925,0,0.40258883807027945,0.003603136704129328,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-1.3316782724835559,-0.44591440806875726
73,0.0,-0.49082661056627447,-0.4322633238811646,0,0,1,1,0,-0.030881769087846258,0,1.2711074415960026,-0.9059426015398098,0,0,0,0,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,-0.256421003968452,1.006663067768016
76,0.0,0.31058054814498576,-0.7464933331726452,0,0,0,0,0,0.9986867934520727,0,1.2989586710761523,-1.6568244131880216,0,1,0,0,1,0,0,0,0,1,-1.1168737060131755,1.2052851446779647,1.0732430442270589,1.006663067768016
65,0.0,1.2634410482950975,1.1043781473126977,0,0,0,1,0,0.9821516898127867,0,1.0919067677039862,0.21082204806529578,0,0,0,0,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,1.0732430442270589,-0.44591440806875726
67,0.0,-0.23400943810372465,-0.24671376077437737,0,0,0,0,0,-2.875953039022498,0,-0.8891951608445618,-0.4712416749389864,0,1,0,1,1,0,0,0,0,1,-0.9723659754000873,-0.8675607020353574,1.0732430442270589,-1.1803817120356839
69,0.0,0.5061743411008384,0.2523647403885758,1,1,0,1,0,0.18278277325105285,1,-0.6421987309811283,-0.10879974141428937,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,1.0732430442270589,1.006663067768016
75,0.0,0.2564655010903771,-0.3905961862175196,0,0,1,1,0,1.2325034933513517,0,-0.2680394507280637,-1.1494821707963836,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,1.006663067768016
69,0.0,-0.6200377504614948,-0.558707678469611,1,1,0,1,0,0.18278277325105285,1,1.330840999560008,-0.971319785751543,0,1,0,1,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,1.0732430442270589,-0.44591440806875726
66,0.0,0.3972563438510963,-0.08715511301077658,0,0,0,1,0,0.6209630196921325,0,-0.5011102658514223,0.08542019764746811,0,0,0,0,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,-1.3684554075491289,1.006663067768016
68,0.0,0.37352368550299436,0.12656606005582505,0,0,0,0,0,-2.035763085351277,0,-0.5612102873612191,-0.16385421232943323,0,1,0,0,1,0,0,0,0,1,-1.1577261024312218,1.2052851446779647,1.0732430442270589,-1.2592808197980698
75,0.0,0.593881991517736,-0.7768475092686692,0,0,0,1,0,0.262099598520753,0,0.34175588946889973,-1.7355828924138526,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,-0.8675607020353574,-1.3316782724835559,-0.44591440806875726
71,0.0,-0.6339104637954094,-0.5790690629109639,0,0,0,1,0,0.6754771895029037,0,-1.1295952468837493,-1.1406887483585482,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,-0.020296817562804798,-0.256421003968452,1.006663067768016
66,0.0,-0.22314630100960575,-0.8010002180786839,0,0,0,0,1,-0.9695072616116921,0,1.125621413916799,-0.043613718559900296,1,1,0,0,1,0,0,0,0,1,0.9044053107901484,-0.8180315943609668,1.0732430442270589,-0.44591440806875726
73,0.0,-0.3312330819645471,-0.43746203097528485,0,0,0,1,0,0.4979831863749427,0,1.006887225080371,-0.9021193743929248,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
63,0.0,-0.22314630100960575,-0.8010002180786839,0,0,0,0,1,0.36776924521556525,0,0.5458760844747342,-0.043613718559900296,1,0,0,1,1,0,0,0,1,0,0.9044053107901484,1.2052851446779647,1.0732430442270589,1.006663067768016
64,0.0,-0.22314630100960575,-0.8011312244494048,0,0,0,0,1,1.1774726015518528,0,-0.4842529427450158,-0.043613718559900296,1,0,0,1,1,0,0,0,1,0,-0.9650491282804372,1.2052851446779647,1.0732430442270589,1.006663067768016
77,0.0,0.9134130002914528,-0.5571423394914549,0,0,0,1,0,-0.4078304598646949,0,0.06251066757581913,-1.515365008753277,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
71,0.0,0.20235045403576837,-0.1361458811016343,0,0,0,1,0,0.7072555918096565,0,0.6330944083730979,-0.593584943639306,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
66,0.0,-0.9150335472231647,-0.7895278030426998,0,0,0,0,0,0.8005239107750042,0,0.8940164529766064,-1.7179960475381815,0,0,0,0,1,0,0,0,0,1,-1.1632137377709593,1.2052851446779647,-0.256421003968452,1.006663067768016
67,0.0,0.4086067456697534,0.08096349101572536,0,0,0,1,0,1.0123799261533564,0,0.7679529932243495,-0.1737946029113342,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
65,0.0,-0.7381277895848993,-0.6895145452030621,0,0,0,1,0,1.2580812317933723,0,0.7499962794805687,-1.4496055018268552,0,1,0,0,1,0,0,0,1,0,1.0617175238626244,-0.020296817562804798,-1.3316782724835559,1.006663067768016
63,0.0,1.4461939826278227,1.0602102851839497,0,0,0,1,0,1.0986724982708804,0,0.5546712095737288,0.44174496773714916,0,0,0,1,1,0,0,0,1,0,1.0617175238626244,-0.8675607020353574,-1.3396403326523911,-0.44591440806875726
61,0.0,1.8457510567492452,1.394466676911654,1,1,0,1,0,0.18278277325105285,1,0.20836315880081396,0.499093374940424,0,1,0,0,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,1.0732430442270589,-0.44591440806875726
61,0.0,1.8386427242971568,1.4351845798434473,0,0,0,1,0,1.1531866680816516,0,0.27176135222273384,0.5652352045815343,0,0,0,1,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
81,0.0,-0.22314630100960575,-0.8010002180786839,0,0,1,1,1,-0.7199305410562186,0,-0.9005555307640966,-0.043613718559900296,1,0,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8675607020353574,-0.256421003968452,1.006663067768016
71,0.0,0.4243138673784005,-0.3082620509547042,0,0,0,1,0,-0.6256287781134156,0,-0.5963907877571978,-1.178156374398021,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,-0.256421003968452,1.006663067768016
83,0.0,-0.22314630100960575,-0.7881346438660625,0,0,1,1,1,-0.9467714941076738,0,-1.074992178560824,-0.043613718559900296,1,0,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,1.006663067768016
64,0.0,0.803921750424607,1.0150913168037679,0,0,0,1,0,1.3045862107788642,0,1.2762379312370828,0.36795668380226887,0,1,0,0,1,0,0,0,1,0,1.0617175238626244,-0.8180315943609668,-0.256421003968452,-0.44591440806875726
60,0.0,-0.6340824395805406,-0.6903159298879574,0,0,0,0,0,-0.858670395029603,0,-1.4487849952680973,-0.5316486638597693,0,0,0,0,1,0,0,0,1,0,-1.1327268747724173,1.2052851446779647,1.0732430442270589,-1.1880791859637214
56,0.0,-0.47345705626802614,-0.39785805649853523,0,0,1,0,0,-1.1064385886245294,0,-1.3333489783437924,-0.4112170087328921,0,0,0,1,1,0,0,0,1,0,-0.5528667405401515,-0.8675607020353574,-0.868362199801801,1.006663067768016
77,0.0,-0.22314630100960575,-0.7453591923061189,0,0,1,1,1,-0.3641674518172052,0,-2.2077309986021785,-0.043613718559900296,1,0,0,0,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,-0.256421003968452,1.006663067768016
70,0.0,0.7150675947735016,0.1658425186057725,0,0,0,1,0,-2.850116939586114,0,0.3384577175567767,-0.48232903366495283,0,1,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8675607020353574,1.0732430442270589,-0.44591440806875726
73,0.0,0.6259841380755545,-0.18717361110524308,0,0,0,1,0,0.44889459744581234,0,1.2502190194858902,-0.9158829921217106,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
70,0.0,-0.22314630100960575,-0.7513682673791268,0,0,0,1,1,0.7310248032911302,0,0.1937046169691562,-0.043613718559900296,1,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
74,0.0,1.857904012231848,0.5326753287808432,0,0,1,0,0,0.9806015238466036,0,-1.4498843859054715,-0.3817781597018776,0,1,0,0,1,0,0,0,0,1,-1.0918744783543712,1.2052851446779647,1.0732430442270589,1.006663067768016
63,0.0,0.9888530447023269,0.07351746320786783,0,0,0,0,0,-2.674689824413064,0,-0.4391779266126682,-0.8745921389353528,0,1,0,1,1,0,0,0,1,0,-1.1577261024312218,1.2052851446779647,1.0732430442270589,1.006663067768016
65,0.0,1.5890485348101164,1.0714292964685679,0,0,0,1,0,1.2531723729004591,0,1.0046884438056225,0.21273366163873828,0,1,0,1,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
89,0.0,-1.4309609026166799,-0.7262704411803401,1,1,1,1,0,0.18278277325105285,1,1.3583257654943663,-1.2335931680278533,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,1.0732430442270589,1.006663067768016
63,0.0,-0.22314630100960575,-0.789641965737185,0,0,0,1,1,0.9790513578804205,0,-1.4370581618027711,-0.043613718559900296,1,0,0,0,1,0,0,0,1,0,1.0617175238626244,-0.8180315943609668,-0.256421003968452,-1.1880791859637214
67,0.0,0.6287357506376534,0.1323977150724853,0,0,1,0,0,-0.3011273691924272,0,-0.23908883061053957,-0.10727045055553537,0,1,0,1,1,0,0,0,0,1,-1.1632137377709593,-0.8675607020353574,1.0732430442270589,1.006663067768016
63,0.0,-0.34355801323228113,0.08388119004363719,0,0,0,0,0,0.2432392459321924,0,0.7716176286822639,0.3886021103954478,0,1,0,0,1,0,0,0,1,0,0.9044053107901484,-1.0588273625226314,-1.248266213571947,1.006663067768016
69,0.0,-0.6061650371275803,-0.46318232458695374,0,0,0,1,0,-2.910056690278526,0,-0.6169127463215187,-0.5014451693993778,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.868362199801801,1.006663067768016
70,0.0,0.9036677058006864,0.21950010792562372,0,0,0,1,0,1.0989308592652443,0,0.44106751037838116,-0.5148264644134752,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,1.0732430442270589,-0.44591440806875726
65,0.0,-0.24249357683686257,-0.692884403361919,0,0,0,1,0,0.08512231738151976,0,-0.9657860419149736,-1.5409806306374065,0,1,0,0,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,1.0732430442270589,1.006663067768016
63,0.0,-0.06146040035544908,0.10168458152068612,0,0,0,1,0,0.9759510259480544,0,1.268175733229671,0.5686761090137308,0,0,0,1,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
75,0.0,0.9719994177594721,-0.3654339797451216,0,0,0,1,0,0.25047335377438,0,0.4560925157558304,-1.336820300993748,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,-0.256421003968452,-0.44591440806875726
73,0.0,0.03220907727932913,-0.31412664471600277,0,0,0,1,0,0.6752188285085398,0,0.05078383411049291,-0.8868264658053848,0,1,0,1,1,0,0,0,0,1,1.0617175238626244,-0.020296817562804798,-0.256421003968452,-0.44591440806875726
63,0.0,1.3216835141928547,2.29134377694501,0,0,0,1,0,0.9687169181058668,0,0.3732717544069639,0.5315908056889465,0,0,0,0,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-0.256421003968452,1.006663067768016
69,0.0,-0.4309217120789164,-0.6261617358420344,0,0,0,1,0,0.4204748880657895,0,-0.9379348124348239,-0.8015685004298495,0,0,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-1.3684554075491289,-1.2252836432825702
66,0.0,0.30198175888842715,0.07778003620720841,0,0,0,1,0,1.0309819177475532,0,1.3502635674869545,0.014690495430095799,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,1.0732430442270589,-0.44591440806875726
66,0.0,1.5197996186639644,0.8030357961649027,0,0,0,1,0,1.0953138053441505,0,0.9889305113365904,-0.08280179681547144,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
65,0.0,1.435646134473111,1.458977582589854,0,0,0,1,0,1.2671238665961069,0,1.3795806511502702,0.18482410346647785,0,1,0,0,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-1.3316782724835559,-0.44591440806875726
78,0.0,-0.37308052301313227,-0.7039420896585926,1,1,0,1,0,0.18278277325105285,1,1.2176037639104518,-1.5318048854848825,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,1.0732430442270589,-0.44591440806875726
71,0.0,0.4084920951463328,-0.061379048115572266,0,0,0,1,0,0.6687598036494438,0,-0.24165407543107967,-0.6685201957182518,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
68,0.0,-0.2175570879928427,-0.622285070180446,0,0,0,1,0,0.9098106113909104,0,-0.8448530718037971,-1.2978233840955211,0,1,0,1,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
68,0.0,0.5063463168859694,-0.05046771465018981,0,0,0,1,0,1.4402257328198824,0,-0.9995006881277866,-0.9005900835341707,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,-0.020296817562804798,-0.256421003968452,1.006663067768016
61,0.0,0.4050525794437092,0.4832679604310931,0,0,0,1,0,1.0911800294343288,0,0.8177920354519859,0.715870354168803,0,0,0,0,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
63,0.0,0.6927107427064491,0.5872151524315202,0,0,0,1,0,-1.0477906429039368,0,0.6037773247097824,0.492976211505408,0,0,0,1,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-1.3589767644909914,-0.44591440806875726
69,0.0,1.0398725276245744,0.4044320695704412,0,0,0,1,0,0.40161453547722886,0,0.3355260091904452,-0.34583982452115875,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,1.0732430442270589,-0.44591440806875726
71,0.0,0.9795663523052436,0.09722924200442777,0,0,0,1,0,0.6713434135930821,0,0.19810217951865353,-0.7683064242519501,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,-0.020296817562804798,-0.256421003968452,-0.44591440806875726
64,0.0,-0.28273591055755665,-0.08105770221351136,0,0,0,1,0,1.3027776838183172,0,1.0754159081433712,0.28690426828830706,0,1,0,0,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
67,0.0,-0.6270314323901625,-0.7004412251290147,0,0,0,1,0,0.5444881653604347,0,0.3168363683550815,-1.4824852552900663,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
75,0.0,0.4516006919525464,-0.4565066142389349,0,0,0,1,0,0.28457700503040745,0,0.6264980645488519,-1.2867360253695548,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,-1.3316782724835559,-0.44591440806875726
78,0.0,-0.22314630100960575,-0.7081462712469833,0,0,1,1,1,0.02001534680183104,0,-2.274793827482013,-0.043613718559900296,1,1,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,-0.256421003968452,1.006663067768016
69,0.0,-0.22314630100960575,-0.7540351827830872,0,0,0,1,1,0.4145325851954211,0,-2.297514567321082,-0.043613718559900296,1,0,0,0,1,0,0,0,0,1,1.0617175238626244,-1.0588273625226314,-0.256421003968452,1.006663067768016
54,0.0,1.4409200585504671,1.6360207148937775,0,0,0,0,0,-0.5881664339306582,0,1.2278647431926122,1.4289022170628536,0,1,0,0,1,0,0,1,0,0,0.9044053107901484,1.2052851446779647,-1.3396403326523911,1.006663067768016
71,0.0,0.41468322341105485,-0.42500631955106155,0,0,1,1,0,-2.614491712726288,0,-1.3806227757508887,-1.1349539076382207,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8675607020353574,-0.256421003968452,1.006663067768016
77,0.0,-0.22314630100960575,-0.7400691550564106,0,0,0,1,1,0.8312688691043016,0,-0.940500057255364,-0.043613718559900296,1,1,0,0,1,0,0,0,0,1,1.0617175238626244,-1.0588273625226314,1.0732430442270589,-1.1803817120356839
86,0.0,-0.22314630100960575,-0.742240866379046,0,0,1,1,1,-0.7318151467969555,0,-0.819200623598396,-0.043613718559900296,1,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,1.006663067768016
69,0.0,0.700736279345904,0.13497180310519197,0,0,0,1,0,0.38817976377030894,0,0.43703641137467525,-0.5190320142750487,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8180315943609668,-1.3316782724835559,-0.44591440806875726
77,0.0,-0.22314630100960575,-0.7985286893190559,1,1,0,1,1,0.18278277325105285,1,0.32819673827461626,-0.043613718559900296,1,0,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,1.0732430442270589,-0.44591440806875726
63,0.0,-0.28445566840886843,-0.7361902435713239,0,0,0,0,0,0.933579822872384,0,-1.242466018987514,-0.7117226624780523,0,1,0,0,1,0,0,0,1,0,-1.1967492870693552,-0.8180315943609668,-0.256421003968452,1.006663067768016
75,0.0,0.8587247006197404,-0.2146471442610735,0,0,0,1,0,0.33237378898771863,0,-0.193280887386609,-1.0955746680253051,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
64,0.0,0.8412978210597816,0.5895893621728986,0,0,0,1,0,0.8744151551630637,0,0.642255997017884,0.25364219211040767,0,0,0,0,1,0,0,0,1,0,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
75,0.0,-0.22314630100960575,-0.6825341514671381,0,0,1,1,1,0.26649173542493837,0,1.0713848091396654,-0.043613718559900296,1,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,1.006663067768016
70,0.0,0.939667970154812,-0.5630862856830186,0,0,1,1,0,0.7268910273813086,0,0.9097743854456384,-1.562008379945274,0,1,0,1,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,1.006663067768016
67,0.0,-0.08702746707828332,-0.1668960707411516,0,0,0,1,0,-2.4245963818688625,0,1.0937390854329434,-0.11300529127586285,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-1.3396403326523911,-0.44591440806875726
81,0.0,-0.22314630100960575,-0.8012023421935105,0,0,0,1,1,-0.23679548159583005,0,-0.3457297224358499,-0.043613718559900296,1,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-0.256421003968452,-0.44591440806875726
66,0.0,0.6989018709711715,-0.03549480938854417,0,0,1,1,0,0.6194128537259495,0,-1.5121831886900172,-0.597408170786191,0,0,0,0,1,0,0,0,0,1,1.0617175238626244,-1.0588273625226314,-0.256421003968452,1.006663067768016
67,0.0,0.34371454941359136,-0.04882115172218667,0,0,1,1,0,0.9986867934520727,0,-1.3861197289377603,-0.605819270509338,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,-0.8675607020353574,-0.256421003968452,1.006663067768016
76,0.0,-0.49982667665480573,-0.7896674184034965,0,0,1,1,0,0.38249582189430437,0,-1.2256086958811077,-1.7535520600042118,0,1,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8675607020353574,-0.256421003968452,1.006663067768016
62,0.0,-0.3135769013577469,-0.02240540143394819,0,0,0,0,0,-2.0861434792522267,0,1.0765152987807456,0.5671468181549768,0,0,0,0,1,0,0,0,1,0,-1.1272392394326798,-0.8675607020353574,1.0732430442270589,-0.44591440806875726
68,0.0,-0.6920956044314558,-0.47350300647234334,0,0,1,1,0,-2.340887419694977,0,-0.9914384901203748,-0.7522488702350332,0,1,0,1,1,0,0,0,0,1,1.0617175238626244,-1.0588273625226314,-0.868362199801801,1.006663067768016
68,0.0,-0.11718055473794871,-0.10193263162808992,0,0,0,1,0,-1.0651008295263145,0,-0.06355279217643772,-0.20323345194234863,0,0,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8675607020353574,-0.868362199801801,-0.44591440806875726
68,0.0,-0.5609927308997926,-0.39020691014452047,0,0,0,1,0,0.935129988838567,0,1.367120890593361,-0.20017487022484062,0,1,0,1,1,0,0,0,0,1,1.0617175238626244,-0.8675607020353574,-0.256421003968452,-0.44591440806875726
68,0.0,-0.22314630100960575,-0.7208744759223059,0,0,0,0,1,-2.4049609462972104,0,-1.358634963003402,-0.043613718559900296,1,1,0,0,1,0,0,0,0,1,0.9044053107901484,-0.020296817562804798,-1.0681719954673368,-0.44591440806875726
64,0.0,0.15052841744957518,0.306439678575152,1,1,0,1,0,0.18278277325105285,1,1.160068987221195,0.36375113394069536,0,1,0,0,1,0,0,0,1,0,1.0617175238626244,-0.8675607020353574,1.0732430442270589,-0.44591440806875726
69,0.0,-0.3111692403659104,-0.3351022618840784,0,0,0,1,0,0.8333357570592125,0,0.36520955639955216,-0.5939672663539945,0,1,0,0,1,0,0,0,0,1,1.0617175238626244,1.2052851446779647,-1.3316782724835559,-0.44591440806875726
65,0.0,0.9776172934070905,0.11947749248807743,0,0,0,0,0,-2.175536383302117,0,-1.565686866375568,-0.5262961458541302,0,1,0,0,1,0,0,0,1,0,-1.1632137377709593,-0.8180315943609668,1.0732430442270589,-1.2624881006014188
